,Borehole ID,Depth (m),Moisture Content (%),Bulk Density (kg/m3),Dry Density (kg/m3),Shear Strength (kPa) (Direct),SPT Value (blows/ft),Shear Strength (kPa) (Triaxial),Triaxial Test,Soil Condition During Triaxial Test,Particle Density (%),Liquid Limit (%),Plastic Limit (%),Porosity (%),Bearing Capacity (kPa),Unconfined Compressive Strength (MPa),Rock Quality Designation (%),Angle of Internal Friction (°),Grain Size,Soil Types,Soil Description,Latitude,Longitude,Borehole Start Date
787,nD05,31.5,7.58,,,,,,,,,,,,,,53.8,,,mud,,-3.4969518937,53.9870414927,13/07/2010
788,nD05,32.0,10.63,,,,,,,,,,,,,,,,,"clay, mud",from 32.10 m to 32.40 m - extremely closely spaced fractures,-3.4969518937,53.9870414927,13/07/2010
789,nD05,32.8,13.67,,,,,,,,,,,,,0.7,51.4,,,"clay, mud",,-3.4969518937,53.9870414927,13/07/2010
790,nD05,33.0,10.79,,,,,,,,,,,,,,,,,"clay, mud",from 33.45 m to 34.70 m - 2 No. subvertical fractures,-3.4969518937,53.9870414927,13/07/2010
791,nD05,34.2,7.9,,,,,,,,,,,,,0.7,96.7,,,"clay, mud",,-3.4969518937,53.9870414927,13/07/2010
792,nD05,35.0,6.98,,,,,,,,,,,,,,,,,mud,Weak partially weathered dark greyish brown calcareous MUDSTONE with occasional subhorizontal gypsum veins (<1mm).  Fractures are closely spaced ight. (MERCIA MUDSTONE - WEATHERED MERCIA MUDSTONE) [UNIT VIa],-3.4969518937,53.9870414927,13/07/2010
793,nD05,35.7,6.06,,,,,,,,,,,,,,70.7,,,mud,,-3.4969518937,53.9870414927,13/07/2010
794,nD05,37.0,6.85,,,,,,,,,,,,,,,,,mud,Extremely weak to weak becoming weak with depth 5 degrees,-3.4969518937,53.9870414927,13/07/2010
795,nD05,37.2,7.64,,,,,,,,,,,,,,36.7,,,mud,,-3.4969518937,53.9870414927,13/07/2010
796,nD05,38.0,8.08,,,,,,,,,,,,,,,,,"clay, mud",from 38.20 m to 38.30 m - decomposed to stiff brown clay with occasional lithorelicts of very weak and extremely weak mudstone.,-3.4969518937,53.9870414927,13/07/2010
797,nD05,38.7,8.52,,,,,,,,,,,,,,28.0,,,"clay, mud",,-3.4969518937,53.9870414927,13/07/2010
798,nD05,39.0,8.52,,,,,,,,,,,,,,,,,"clay, mud",from 39.50 m to 39.70 m - subvertical fracture,-3.4969518937,53.9870414927,13/07/2010
799,nD05,40.0,8.52,,,,,,,,,,,,,,,,,"clay, mud",from 40.00 m to 40.20 m - occasional dark grey brown mottling.,-3.4969518937,53.9870414927,13/07/2010
800,nD06,0.0,34.22,,,,,,,,,,,,,,,,0.002,"clay, sand",Very soft dark grey slightly sandy CLAY with occasional shells (<40mm) and slight organic odour.  Sand is fine. (SURFACE SANDS - SEDIMENT LAYER) [UNIT I],-3.4912060683,53.9822992038,21/07/2010
801,nD06,1.0,36.65,,,,,,,,,,,,,,,,,"clay, sand",,-3.4912060683,53.9822992038,21/07/2010
802,nD06,2.0,26.89,1931.7,1523.96,,,,,,,,,0.2099999999999999,,,,,,"clay, sand",Soft greyish brown sandy CLAY,-3.4912060683,53.9822992038,21/07/2010
803,nD06,3.0,23.08,,,,,,CD,Reconstituted,2.69,23.0,5.0,,,,,28.5,0.002,"clay, sand",,-3.4912060683,53.9822992038,21/07/2010
804,nD06,4.0,22.3,,,,,,,,,,,,,,,,,sand,Brown slightly silty SAND,-3.4912060683,53.9822992038,21/07/2010
805,nD06,5.0,21.96,,,,,,,,,,,,,,,,,sand,at 5.25 m - 1 No. thick lamina (20mm) of dark grey silty fine sand.,-3.4912060683,53.9822992038,21/07/2010
806,nD06,6.0,21.04,,,,,,,,,,,,,,,,,sand,from 6.10 m to 6.20 m - thin bed (<90mm) of very dark greenish black slightly silty fine sand.,-3.4912060683,53.9822992038,21/07/2010
807,nD06,7.0,21.3,,,,,,,,,,,,,,,,,sand,Very dark grey slightly silty SAND.  Sand is fine and medium. (WESTERN IRISH SEA PROGRADED SANDS - UPPER MEMBER) [UNIT IIa],-3.4912060683,53.9822992038,21/07/2010
808,nD06,8.0,23.6,,,,,,CD,Reconstituted,,,,,,,,41.5,,"clay, sand",Very dark grey slightly clayey SAND,-3.4912060683,53.9822992038,21/07/2010
809,nD06,9.0,21.85,,,,,,,,,,,,,,,,,"clay, sand",,-3.4912060683,53.9822992038,21/07/2010
810,nD06,10.0,22.65,,,,,,,,,,,,,,,,,clay,Betweent 10.00 m  and 10.30 m - Occasional slightly clayey laminae (up to 20mm thick).,-3.4912060683,53.9822992038,21/07/2010
811,nD06,11.0,19.44,,,,,,,,,,,,,,,,,clay,,-3.4912060683,53.9822992038,21/07/2010
812,nD06,12.0,27.08,,,,,,,,,,,,,,,,,"clay, sand",Brown slightly SAND,-3.4912060683,53.9822992038,21/07/2010
813,nD06,13.0,24.54,,,,,,,,,,,,,,,,,sand,Brown slightly silty SAND.  Sand is fine and medium. (WESTERN IRISH SEA PROGRADED SANDS - UPPER MEMBER) [UNIT IIa],-3.4912060683,53.9822992038,21/07/2010
814,nD06,14.0,24.04,,,,,,,,,,,,,,,,,sand,,-3.4912060683,53.9822992038,21/07/2010
815,nD06,15.0,22.03,,,,,,,,,,,,,,,,,sand,,-3.4912060683,53.9822992038,21/07/2010
816,nD06,16.0,22.65,,,,,,CD,Reconstituted,2.63,,,,,,,38.0,0.002,sand,Below 16.00 m - rare laminae of black carbonaceous sand with some shell fragments.,-3.4912060683,53.9822992038,21/07/2010
817,nD06,17.0,22.44,,,,,,,,,,,,,,,,,sand,at 17.00 m -rare bivalve shell fragments.,-3.4912060683,53.9822992038,21/07/2010
818,nD06,18.0,21.29,,,,,,,,,,,,,,,,,sand,,-3.4912060683,53.9822992038,21/07/2010
819,nD06,19.0,21.17,,,,,,,,,,,,,,,,,sand,Brown slightly silty SAND,-3.4912060683,53.9822992038,21/07/2010
820,nD06,20.0,20.35,,,,102.0,,,,,,,,,,,,,clay,Stiff dark brown silty CLAY. (CARDIGAN BAY UPPER TILL) [UNIT III],-3.4912060683,53.9822992038,21/07/2010
821,nD06,21.0,21.23,2041.28,1676.86,94.0,68.0,65.0,CU,Undisturbed,2.7,31.0,15.0,0.18,14450.01,,,,0.002,clay,,-3.4912060683,53.9822992038,21/07/2010
822,nD06,22.0,25.88,1936.8,1427.12,,45.0,40.0,UU,Remoulded,,,,0.26,,,,,,clay,,-3.4912060683,53.9822992038,21/07/2010
823,nD06,23.0,24.93,1875.64,1478.08,,36.0,33.0,UU,Undisturbed,,38.0,22.0,0.2099999999999999,,,,,0.002,clay,,-3.4912060683,53.9822992038,21/07/2010
824,nD06,24.0,31.24,1804.28,1335.37,,26.0,21.0,UU,Remoulded,,45.0,26.0,0.26,,,,,0.002,clay,Below 24.00 m - soft,-3.4912060683,53.9822992038,21/07/2010
825,nD06,24.5,33.2,1814.48,1376.15,,25.0,18.0,UU,Undisturbed,,,,0.24,,,,,,clay,,-3.4912060683,53.9822992038,21/07/2010
826,nD06,25.0,32.97,,,,,,,,,,,,,,,,,gravel,from 25.50 m to 26.25 m - slightly gravelly.  Gravel is subangular and subrouned fine to coarse of mixed lithologies.,-3.4912060683,53.9822992038,21/07/2010
827,nD06,25.5,32.73,1824.67,1355.76,,27.0,24.0,UU,Undisturbed,2.75,48.0,27.0,0.26,,,,,0.002,gravel,,-3.4912060683,53.9822992038,21/07/2010
828,nD06,26.5,22.64,1941.9,1569.83,,38.0,46.0,UU,Undisturbed,2.72,40.0,22.0,0.1899999999999999,,,,,0.002,gravel,,-3.4912060683,53.9822992038,21/07/2010
829,nD06,27.0,24.12,,,,,,,,,,,,,,,,,gravel,Soft low strength becoming stiff high strength with depth e to coarse of mixed lithologies. (CARDIGAN BAY - UPPER TILL) [UNIT III],-3.4912060683,53.9822992038,21/07/2010
830,nD06,27.5,25.6,1885.83,1488.28,,49.0,22.0,UU,Remoulded,,35.0,19.0,0.2099999999999999,,,,,0.002,gravel,,-3.4912060683,53.9822992038,21/07/2010
831,nD06,28.5,13.12,2205.23,1950.39,132.0,112.0,134.0,UU,Undisturbed,,27.0,15.0,0.12,21175.84,,,,0.002,gravel,,-3.4912060683,53.9822992038,21/07/2010
832,nD06,29.5,14.66,2242.61,1967.38,,123.0,124.0,CU,Undisturbed,,,,0.12,,,,,,gravel,,-3.4912060683,53.9822992038,21/07/2010
833,nD06,30.0,15.44,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",Stiff reddish brown CLAY with frequent sand and gravel sized lithorelicts of extremely weak mudstone. (Highly weathered mudstone) (MERCIA MUDSTONE -  WEATHERED MERCIA MUDSTONE) [UNIT VIa],-3.4912060683,53.9822992038,21/07/2010
834,nD06,31.0,16.23,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",,-3.4912060683,53.9822992038,21/07/2010
835,nD06,32.0,15.34,,,,,,,,,,,,,,,,,mud,Very weak partially weathered reddish brown calcareous MUDSTONE.  (MERCIA MUDSTONE -  WEATHERED MERCIA MUDSTONE) [UNIT VIa],-3.4912060683,53.9822992038,21/07/2010
836,nD06,32.5,14.45,,,,,,,,,,,,,,80.7,,,mud,,-3.4912060683,53.9822992038,21/07/2010
837,nD06,33.0,14.71,,,,,,,,,,,,,,,,,"gravel, mud",from 33.89 m to 33.95 m - Non intact.  Recovered as angular gravel sized fragments of mudstone.,-3.4912060683,53.9822992038,21/07/2010
838,nD06,34.0,14.97,,,,,,,,,,,,,0.8,85.3,,,"gravel, mud",Very weak becoming weak with depth clined at <5 to 45 degrees,-3.4912060683,53.9822992038,21/07/2010
839,nD06,35.0,14.53,,,,,,,,,,,,,,,,,"gravel, mud",at 35.72 m -  subhorizontal gypsum vein (<6mm thick).,-3.4912060683,53.9822992038,21/07/2010
840,nD06,35.5,14.1,,,,,,,,,,,,,1.5,100.0,,,"gravel, mud",,-3.4912060683,53.9822992038,21/07/2010
841,nD06,36.0,14.55,,,,,,,,,,,,,,,,,"gravel, mud",Below 36.56 m - fractures generally medium to widely spaced.,-3.4912060683,53.9822992038,21/07/2010
842,nD06,37.0,15.0,,,,,,,,,,,,,3.5,90.0,,,"gravel, mud",,-3.4912060683,53.9822992038,21/07/2010
843,nD06,38.0,13.91,,,,,,,,,,,,,,,,,gravel,from 38.34 m to 38.50 m - Non intact.  Recovered as angular and subangular gravel sized fragments (<90mm).,-3.4912060683,53.9822992038,21/07/2010
844,nD06,38.5,12.82,,,,,,,,,,,,,6.8,85.3,,,gravel,,-3.4912060683,53.9822992038,21/07/2010
845,nD13,0.0,28.9,,,,,,,,2.68,29.0,10.0,,,,,,0.002,sand,Very soft very dark greenish grey thinly interlaminated with very dark grey m).  Sand is mainly fine.   (SURFACE SANDS - SEDIMENT LAYER) [UNIT I],-3.4464268203,53.9454041766,26/07/2010
846,nD13,1.0,40.79,,,,,,,,,,,,,,,,,sand,from 1.00 m to 3.00 m - rare shells (<45mm),-3.4464268203,53.9454041766,26/07/2010
847,nD13,2.0,33.24,,,,,,,,,,,,,,,,,sand,,-3.4464268203,53.9454041766,26/07/2010
848,nD13,3.0,24.27,1977.57,1590.21,,,,CD,Reconstituted,,,,0.1999999999999999,,,,32.0,0.002,"clay, sand",from 3.45 m to 3.50 m - frequent shells,-3.4464268203,53.9454041766,26/07/2010
849,nD13,4.0,34.39,,,,,,,,,,,,,,,,,"clay, sand",Dark greyish brown sandy CLAY,-3.4464268203,53.9454041766,26/07/2010
850,nD13,5.0,21.84,,,,,,,,,,,,,,,,,"clay, sand",from 5.00 m to 5.30 m - fare shell fragments (<10mm) and rare black speckling.,-3.4464268203,53.9454041766,26/07/2010
851,nD13,6.0,24.37,,,,,,,,,,,,,,,,,sand,at 6.10 m - 1 No. thin lamina (3mm) of very dark grey silty fine sand.,-3.4464268203,53.9454041766,26/07/2010
852,nD13,7.0,23.81,,,,,,,,,,,,,,,,,sand,,-3.4464268203,53.9454041766,26/07/2010
853,nD13,8.0,25.99,,,,,,,,,,,,,,,,,sand,,-3.4464268203,53.9454041766,26/07/2010
854,nD13,9.0,23.1,,,,,,,,,,,,,,,,,sand,,-3.4464268203,53.9454041766,26/07/2010
855,nD13,10.0,23.76,,,,,,CD,Reconstituted,,,,,,,,41.0,0.002,sand,,-3.4464268203,53.9454041766,26/07/2010
856,nD13,11.0,24.01,,,,,,,,,,,,,,,,,sand,from 11.00 m to 11.10 m - silty,-3.4464268203,53.9454041766,26/07/2010
857,nD13,12.0,26.13,,,,,,,,,,,,,,,,,sand,Dark greyish brown fine and medium SAND.   (WESTERN IRISH SEA PROGRADED SAND FACIES - UPPER MEMBER) [UNIT IIa],-3.4464268203,53.9454041766,26/07/2010
858,nD13,13.0,25.77,,,,,,,,,,,,,,,,0.002,sand,,-3.4464268203,53.9454041766,26/07/2010
859,nD13,14.0,24.67,,,,,,,,,,,,,,,,,sand,,-3.4464268203,53.9454041766,26/07/2010
860,nD13,15.0,28.66,,,,,,,,,,,,,,,,,gravel,from 15.00 m to 15.10 m - slightly silty very gravelly,-3.4464268203,53.9454041766,26/07/2010
861,nD13,15.1,24.78,,,,,,,,,,,,,,,,,gravel,,-3.4464268203,53.9454041766,26/07/2010
862,nD13,16.0,20.91,,,,,,,,,,,,,,,,,gravel,from 16.00 m to 16.20 m - brown,-3.4464268203,53.9454041766,26/07/2010
863,nD13,17.0,19.15,,,,94.0,,,,,,,,,,,,,"clay, sand",Very thickly interbedded soft and firm low and medium strength brown sandy CLAY and clayey,-3.4464268203,53.9454041766,26/07/2010
864,nD13,18.0,21.72,,,,77.0,,CD,Reconstituted,2.68,,,,,,,32.5,0.002,"clay, gravel, sand",Soft low strength locally firm medium strength dark greyish brown slightly sandy CLAY.  Sand is fine. With very closely spaced and reddish brown fine sand.   (CARDIGAN BAY -  UPPER TILL - LAMINATED) [UNIT IIIa],-3.4464268203,53.9454041766,26/07/2010
865,nD13,19.0,22.56,,,,39.0,,,,,29.0,15.0,,,,,,0.002,"clay, sand",from 19.00 m to 19.80 m - closely space thick laminae of soft light brown slightly sandy silt.  Sand is fine.,-3.4464268203,53.9454041766,26/07/2010
866,nD13,20.0,25.59,2028.54,1580.02,63.0,22.0,61.0,CU,Undisturbed,,31.0,16.0,0.2199999999999999,13631.54,,,,0.002,sand,from 20.00 m to 21.15 m - very closely spaced thick laminae (<9mm) of light brown fine sand.,-3.4464268203,53.9454041766,26/07/2010
867,nD13,21.0,27.59,,,,39.0,,,,,,,,,,,,,sand,from 21.20 m to 22.00 m - indistinctly fissured.,-3.4464268203,53.9454041766,26/07/2010
868,nD13,22.0,19.0,,,,42.0,13.0,UU,Remoulded,,48.0,28.0,,,,,,0.002,"mud, sand",Firm medium strength locally stiff high strength dark brown slightly sandy of microgabbro and mudstone.   (CARDIGAN BAY - UPPER TILL) [UNIT III],-3.4464268203,53.9454041766,26/07/2010
869,nD13,23.0,16.54,2283.38,1967.38,,48.0,56.0,CU,Undisturbed,,30.0,17.0,0.14,,,,,0.002,"mud, sand",,-3.4464268203,53.9454041766,26/07/2010
870,nD13,24.0,15.11,2130.48,1855.25,,86.0,68.0,UU,Undisturbed,,,,0.13,,,,,,"mud, sand",,-3.4464268203,53.9454041766,26/07/2010
871,nD13,25.0,16.82,2079.51,1804.28,,72.0,52.0,UU,Remoulded,2.69,31.0,16.0,0.13,,,,,0.002,sand,from 25.00 m to 26.12 m - rare pockets of light brown fine and medium sand.,-3.4464268203,53.9454041766,26/07/2010
872,nD13,26.0,20.89,,,,57.0,,,,,31.0,18.0,,,,,,0.002,gravel,from 26.25 m to 27.00 m - firm locally stiff and slightly gravelly.,-3.4464268203,53.9454041766,26/07/2010
873,nD13,27.0,13.58,2161.06,1906.22,,79.0,68.0,UU,Remoulded,,26.0,14.0,0.12,,,,,0.002,"clay, gravel, sand",Stiff medium strength becoming high strength with depth dark brown slightly gravelly sandy CLAY.  Sand is fine to coarse ies.   (CARDIGAN BAY - UPPER TILL) [UNIT III],-3.4464268203,53.9454041766,26/07/2010
874,nD13,28.0,14.84,,,,90.0,,,,,,,,,,,,,"clay, gravel, sand",,-3.4464268203,53.9454041766,26/07/2010
875,nD13,29.0,14.58,2256.2,1977.57,158.0,74.0,110.0,CU,Undisturbed,,27.0,14.0,0.12,22080.64,,,,0.002,"clay, gravel, sand",,-3.4464268203,53.9454041766,26/07/2010
876,nD13,30.0,15.15,,,,96.0,,,,,,,,,,,,,"clay, gravel, sand",,-3.4464268203,53.9454041766,26/07/2010
877,nD13,31.0,13.07,2195.04,1946.99,127.0,79.0,99.0,UU,Undisturbed,,26.0,14.0,0.1099999999999999,22899.67,,,,0.002,"clay, gravel, sand",,-3.4464268203,53.9454041766,26/07/2010
878,nD13,32.0,15.09,2273.19,2008.15,,113.0,114.0,CU,Undisturbed,,,,0.12,,,0.0,,,"clay, gravel, mud, sand",Very stiff dark grey calcareous CLAY with frequent angular gravel sized sized lithorelicts of extremely weak mudstone.  (Highly weathered Mudstone).  (WEATHERED MERCIA MUDSTONE) [UNIT VIa],-3.4464268203,53.9454041766,26/07/2010
879,nD13,33.0,17.35,,,,,,,,,,,,,0.5,100.0,,,"clay, gravel, mud, sand",Weak locally medium strong or very weak partially weathered grey calcareous SILTSTONE locally grading into argillaceous limestone with frequent calcite veins.  Discontinuities are medium spa ced inclined at 10 - 20 degrees,-3.4464268203,53.9454041766,26/07/2010
880,nD13,34.0,18.34,,,,,,,,,,,,,0.5,10.0,,,"clay, gravel, mud, sand",from 34.84 m to 35.10 m - Non intact,-3.4464268203,53.9454041766,26/07/2010
881,nD13,35.0,22.32,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",from 35.10 m to 35.50 m - recovered as grey silt - probably completely weathered siltstone.,-3.4464268203,53.9454041766,26/07/2010
882,nD13,35.5,26.29,,,,,,,,,,,,,17.6,40.0,,,"clay, gravel, mud, sand",,-3.4464268203,53.9454041766,26/07/2010
883,nD13,36.0,20.22,,,,,,,,,,,,,,,,,mud,Weak fresh greyish yellow massive LIMESTONE with frequent randomly orientated calcite veins.   (WEATHERED MERCIA MUDSTONE - LIMESTONE) [UNIT VIc],-3.4464268203,53.9454041766,26/07/2010
884,nD13,37.0,14.15,,,,,,,,,,,,,,88.0,,,mud,from 37.49 m to 37.70 m - fractures are inclined at >85 degrees,-3.4464268203,53.9454041766,26/07/2010
885,nD13,38.0,8.07,,,,,,,,,,,,,,,,,mud,at 38.50 m - medium to light greenish grey.,-3.4464268203,53.9454041766,26/07/2010
886,nD13,38.5,2.0,,,,,,,,,,,,,33.3,98.0,,,mud,,-3.4464268203,53.9454041766,26/07/2010
887,nD13,40.0,2.0,,,,,,,,,,,,,,100.0,,,mud,,-3.4464268203,53.9454041766,26/07/2010
888,nE08,0.0,27.89,,,,,20.0,CU,Remoulded,2.69,27.0,7.0,,,,,28.5,0.002,"clay, sand",Very soft dark greyish brown sandy CLAY,-3.466009936,53.9753204736,19/07/2010
889,nE08,1.0,30.94,,,,,,,,,,,,,,,,,"clay, sand",,-3.466009936,53.9753204736,19/07/2010
890,nE08,2.0,18.7,,,,,,,,,,,,,,,,,sand,Dark greyish brown very silty SAND,-3.466009936,53.9753204736,19/07/2010
891,nE08,3.0,21.58,,,,,,,,,,,,,,,,,sand,Greyish brown silty locally slightly silty SAND,-3.466009936,53.9753204736,19/07/2010
892,nE08,4.0,24.07,,,,,,,,,,,,,,,,,sand,from 4.06 m to 4.10 m - frequent shell fragments (<30mm).,-3.466009936,53.9753204736,19/07/2010
893,nE08,5.0,22.41,,,,,,,,,,,,,,,,,sand,,-3.466009936,53.9753204736,19/07/2010
894,nE08,6.0,24.18,,,,,172.0,CU,Remoulded,,,,,,,,41.5,0.002,sand,below 6.25 m - occasional lenses (<4mm x 20mm) of dark greyish black fine sand.,-3.466009936,53.9753204736,19/07/2010
895,nE08,7.0,23.42,,,,,,,,,,,,,,,,,sand,,-3.466009936,53.9753204736,19/07/2010
896,nE08,8.0,26.65,,,,,,,,,,,,,,,,,"clay, sand",at 8.30 m - 1 No. thin lamina (3mm) of soft grey clay.,-3.466009936,53.9753204736,19/07/2010
897,nE08,9.0,23.97,,,,,,,,,,,,,,,,,"clay, sand",below 9.00 m - no shell fragments or lenses.,-3.466009936,53.9753204736,19/07/2010
898,nE08,10.0,32.15,,,,,,,,,,,,,,,,,"clay, sand",,-3.466009936,53.9753204736,19/07/2010
899,nE08,11.0,13.5,,,,,281.0,CU,Remoulded,,,,,,,,41.0,0.002,"clay, sand",,-3.466009936,53.9753204736,19/07/2010
900,nE08,12.0,25.61,,,,,,,,,,,,,,,,,"clay, sand",below 12.00 m - occasional black speckling.,-3.466009936,53.9753204736,19/07/2010
901,nE08,13.0,25.53,,,,,,,,,,,,,,,,,"clay, sand",,-3.466009936,53.9753204736,19/07/2010
902,nE08,14.0,26.19,,,,,,,,,,,,,,,,,"clay, sand",,-3.466009936,53.9753204736,19/07/2010
903,nE08,15.0,28.48,,,,,,,,,,,,,,,,,"clay, sand",,-3.466009936,53.9753204736,19/07/2010
904,nE08,16.0,23.6,,,,,,,,,,,,,,,,,"clay, sand",,-3.466009936,53.9753204736,19/07/2010
905,nE08,17.0,15.56,,,,,377.0,CD,Reconstituted,,,,,,,,37.0,0.002,"clay, gravel, sand",Greyish brown silty locally gravelly SAND SEA PROGRADED SAND FACIES - BASAL DEPOSITS/CHAOTIC FACIES) [UNIT IId],-3.466009936,53.9753204736,19/07/2010
906,nE08,18.0,28.43,,,,,,,,,,,,,,,,,"clay, gravel, sand",Soft and firm,-3.466009936,53.9753204736,19/07/2010
907,nE08,19.0,28.37,1916.41,1472.99,,31.0,45.0,CU,Undisturbed,,46.0,26.0,0.2299999999999999,,,,,0.002,sand,Below 19.00 m - very closely to closely spaced thin laminae of light brown silt/fine sand.,-3.466009936,53.9753204736,19/07/2010
908,nE08,20.0,28.12,1930.0,1481.48,55.0,27.0,34.0,CU,Undisturbed,,36.0,20.0,0.2299999999999999,12960.9,,,,0.002,sand,from 20.00 m to 21.00 m - occasional laminae of red brown silt/fine sand.,-3.466009936,53.9753204736,19/07/2010
909,nE08,21.0,27.18,2120.29,1590.21,,74.0,98.0,UU,Remoulded,,,,0.25,,,,,,sand,Firm l is subangular to rounded,-3.466009936,53.9753204736,19/07/2010
910,nE08,22.0,14.16,2201.83,1931.7,,141.0,118.0,UU,Remoulded,,28.0,14.0,0.12,,,,,0.002,sand,,-3.466009936,53.9753204736,19/07/2010
911,nE08,23.0,20.1,2018.35,1676.86,107.0,67.0,51.0,UU,Undisturbed,,34.0,19.0,0.17,15657.34,,,,0.002,sand,from 23.90 m to 24.00 m - Assessed zone of core loss.,-3.466009936,53.9753204736,19/07/2010
912,nE08,24.0,14.42,,,,125.0,,,,,,,,,,50.0,,,sand,Strong discoloured surface.   (WEST OF DUDDON SANDS MICROGABBRO) [UNIT V],-3.466009936,53.9753204736,19/07/2010
913,nE08,25.0,1.2,,,,,,,,,,,,,60.6,33.3,,,sand,from 25.00 m to 25.10 m - Non intact,-3.466009936,53.9753204736,19/07/2010
914,nE08,26.5,1.0,,,,,,,,,,,,,,90.9,,,sand,,-3.466009936,53.9753204736,19/07/2010
915,nE08,27.0,0.8,,,,,,,,,,,,,,,,,sand,from 27.10 m to 28.15 m -subvertical vein.,-3.466009936,53.9753204736,19/07/2010
916,nE08,27.6,0.6,,,,,,,,,,,,,155.8,93.3,,,sand,,-3.466009936,53.9753204736,19/07/2010
917,nE08,29.0,1.3,,,,,,,,,,,,,,,,,sand,at 29.6 m - fracture inclined at 35 degrees,-3.466009936,53.9753204736,19/07/2010
918,nE08,29.1,2.0,,,,,,,,,,,,,22.0,33.3,,,sand,,-3.466009936,53.9753204736,19/07/2010
919,nE09A,0.0,22.66,1478.08,1345.57,,,11.0,CU,Undisturbed,2.69,29.0,9.0,0.0899999999999999,,,,,0.002,"clay, sand",Very soft dark brownish grey sandy CLAY,-3.4607616327,53.9704229908,01/08/2010
920,nE09A,1.0,37.65,,,,,,,,,,,,,,,,,"clay, sand",,-3.4607616327,53.9704229908,01/08/2010
921,nE09A,2.0,32.7,1916.41,1447.5,,,,,,,,,0.24,,,,,,"clay, sand",Very soft to soft dark brownish grey sandy CLAY,-3.4607616327,53.9704229908,01/08/2010
922,nE09A,3.0,25.42,1997.96,1580.02,,,,,,,,,0.2099999999999999,,,,,,"clay, sand",Soft dark brownish grey slightly sandy CLAY,-3.4607616327,53.9704229908,01/08/2010
923,nE09A,4.0,26.5,,,,,,,,,,,,,,,,,sand,from 4.20 m to 4.25 m -frequent shells and shell fragments (<30mm).,-3.4607616327,53.9704229908,01/08/2010
924,nE09A,5.0,22.32,,,,,,,,,,,,,,,,,sand,below 5.00 m - rare shell fragments (<20mm).,-3.4607616327,53.9704229908,01/08/2010
925,nE09A,6.0,22.82,,,,,,,,,,,,,,,,,sand,at 6.05 m - 1 No. thin lamina of black sand.  Sand is fine and medium.,-3.4607616327,53.9704229908,01/08/2010
926,nE09A,7.0,23.02,,,,,,CD,Reconstituted,,,,,,,,40.0,0.002,sand,,-3.4607616327,53.9704229908,01/08/2010
927,nE09A,8.0,24.39,,,,,,,,,,,,,,,,,sand,Light brownish grey silty SAND.  Sand is fine and medium.   (WESTERN IRISH SEA PROGRADED SANDS - UPPER MEMBER) [UNIT IIa],-3.4607616327,53.9704229908,01/08/2010
928,nE09A,9.0,23.9,,,,,,,,,,,,,,,,,sand,at 9.15 m - occasional pockets (<20mm) of dark greyish black organic silty sand.  Sand is fine.,-3.4607616327,53.9704229908,01/08/2010
929,nE09A,10.0,25.74,,,,,,,,,,,,,,,,,sand,,-3.4607616327,53.9704229908,01/08/2010
930,nE09A,11.0,22.73,,,,,,,,,,,,,,,,,sand,Greyish brown silty SAND.  Sand is mainly fine.  Locally with extremely closely to very closely spaced thin laminae of dark grey fine sand.   (WESTERN IRISH SEA PROGRADED SANDS - UPPER MEMBE R) [UNIT IIa],-3.4607616327,53.9704229908,01/08/2010
931,nE09A,12.0,23.05,,,,,,,,,,,,,,,,,sand,Greyish brown silty SAND.  Sand is fine.   (WESTERN IRISH SEA PROGRADED SANDS - UPPER MEMBER) [UNIT IIa),-3.4607616327,53.9704229908,01/08/2010
932,nE09A,13.0,23.82,,,,,,,,,,,,,,,,,sand,,-3.4607616327,53.9704229908,01/08/2010
933,nE09A,14.0,22.62,,,,,,,,,,,,,,,,,sand,,-3.4607616327,53.9704229908,01/08/2010
934,nE09A,15.0,25.46,,,,,,CD,Reconstituted,,,,,,,,42.0,0.002,sand,,-3.4607616327,53.9704229908,01/08/2010
935,nE09A,16.0,23.92,,,,,,,,,,,,,,,,,sand,,-3.4607616327,53.9704229908,01/08/2010
936,nE09A,17.0,30.52,1936.8,1467.89,,35.0,,,,,,,0.24,,,,,,sand,Soft to firm,-3.4607616327,53.9704229908,01/08/2010
937,nE09A,18.0,30.99,1957.19,1467.89,,35.0,69.0,CU,Undisturbed,2.75,51.0,29.0,0.25,,,,,0.002,sand,at 18.85 m - 1 No. lamina of light brown sand.  Sand is fine and medium.,-3.4607616327,53.9704229908,01/08/2010
938,nE09A,19.0,17.8,,,,46.0,,,,,,,,,,,,,sand,Soft to firm UPPER TILL) [UNIT III],-3.4607616327,53.9704229908,01/08/2010
939,nE09A,20.0,17.61,2303.77,1967.38,,44.0,105.0,CU,Undisturbed,,,,0.15,,,,,,sand,,-3.4607616327,53.9704229908,01/08/2010
940,nE09A,21.0,15.41,2212.03,1921.51,112.0,53.0,74.0,CU,Undisturbed,,28.0,14.0,0.13,15676.1,,,,0.002,sand,Firm d,-3.4607616327,53.9704229908,01/08/2010
941,nE09A,22.0,13.35,,,,75.0,,,,,,,,,,,,,sand,,-3.4607616327,53.9704229908,01/08/2010
